ds,y,is_holiday,is_promo
2016-08-07,21.12,0,0
2016-08-08,760.1120000000001,0,0
2016-08-09,89.64,0,0
2016-08-10,222.12,0,0
2016-08-11,12196.997,0,0
2016-08-12,2672.728,0,0
2016-09-01,364.07,0,0
2016-09-02,785.5519999999999,0,0
2016-09-03,478.008,0,0
2016-09-04,757.992,0,0
2016-09-05,48.81,0,0
2016-09-06,797.116,0,0
2016-09-07,1587.114,0,0
2016-09-08,4878.392000000001,0,0
2016-09-10,2133.5350000000003,0,0
2016-09-11,4620.2919999999995,0,0
2016-09-12,34.02,1,0
2016-10-01,1018.104,0,0
2016-10-02,77.24,1,0
2016-10-03,90.93199999999999,0,0
2016-10-04,169.54199999999997,0,0
2016-10-05,154.442,0,0
2016-10-07,43.286,0,0
2016-10-08,851.4739999999999,0,0
2016-10-09,1415.726,0,0
2016-10-10,1855.008,0,0
2016-10-11,3536.904,0,0
2016-10-12,3080.38,0,0
2016-11-04,1328.346,0,0
2016-11-05,191.968,0,0
2016-11-06,3373.5640000000003,0,0
2016-11-07,1941.952,0,0
2016-11-08,196.112,0,0
2016-11-09,1962.13,0,0
2016-11-10,1011.8955,0,0
2016-11-11,542.178,0,0
2016-11-12,1590.894,0,0
2016-12-01,747.496,0,0
2016-12-03,51.016000000000005,0,0
2016-12-05,1060.35,0,0
2016-12-06,174.476,0,0
2016-12-07,2052.567,0,0
2016-12-09,707.824,0,0
2016-12-10,2390.758,0,0
2016-12-11,1127.992,0,0
2016-12-12,1448.854,1,0
2017-01-02,161.97,0,0
2017-01-03,6285.8060000000005,0,0
2017-01-04,2161.48,0,0
2017-01-05,517.866,0,0
2017-01-07,1724.376,0,0
2017-01-08,1124.648,0,0
2017-01-09,5766.152,0,0
2017-01-10,781.414,0,0
2017-01-11,453.374,0,0
2017-01-12,7365.455,0,0
2017-02-01,405.91999999999996,0,0
2017-02-02,8996.784,0,0
2017-02-04,1454.9,0,0
2017-02-05,767.316,0,0
2017-02-06,157.844,0,0
2017-02-07,772.786,0,0
2017-02-08,482.584,0,0
2017-02-09,6792.193,0,0
2017-02-10,18452.972,0,0
2017-02-12,4684.616,0,0
2017-03-01,2095.83,0,0
2017-03-02,866.4,0,0
2017-03-03,7264.422,0,0
2017-03-04,441.198,0,0
2017-03-05,1099.013,0,0
2017-03-07,847.6999999999999,0,0
2017-03-08,248.82,0,0
2017-03-09,2365.596,0,0
2017-03-10,1680.696,0,0
2017-03-11,3802.7960000000003,0,0
2017-03-12,5269.816,0,0
2017-04-01,1069.22,0,0
2017-04-02,197.868,0,0
2017-04-03,315.45,0,0
2017-04-04,970.194,0,0
2017-04-06,2316.5229999999997,0,0
2017-04-07,1651.301,0,0
2017-04-08,497.90999999999997,0,0
2017-04-09,1707.812,0,0
2017-04-10,5912.782,0,0
2017-04-11,3888.8179999999998,0,0
2017-04-12,944.2860000000001,0,0
2017-05-01,255.904,1,0
2017-05-02,2994.476,0,0
2017-05-03,162.344,0,0
2017-05-04,1046.3339999999998,0,0
2017-05-05,2701.28,0,0
2017-05-06,659.82,0,0
2017-05-08,197.05,0,0
2017-05-09,5226.348,0,0
2017-05-11,4266.8988,1,0
2017-05-12,5138.934,0,0
2017-06-02,132.224,0,0
2017-06-03,811.303,0,0
2017-06-04,1294.75,0,0
2017-06-05,236.96,0,0
2017-06-06,5477.352,0,0
2017-06-08,320.38800000000003,0,0
2017-06-09,1313.536,0,0
2017-06-10,830.4000000000001,0,0
2017-06-11,773.2560000000001,0,0
2017-06-12,2859.974,0,0
2017-07-01,83.576,0,0
2017-07-02,762.142,0,0
2017-07-03,21.072,0,0
2017-07-04,1900.3020000000001,0,0
2017-07-05,4835.976,0,0
2017-07-06,51.562,0,0
2017-07-07,3882.2309999999998,0,0
2017-07-08,179.97,0,0
2017-07-10,973.712,0,0
2017-07-11,3810.464,0,0
2017-08-01,1859.1580000000001,0,0
2017-08-02,1369.476,0,0
2017-08-03,2190.81,0,0
2017-08-04,2906.404,0,0
2017-08-05,1340.2440000000001,0,0
2017-08-07,2616.512,0,0
2017-08-08,1115.204,0,0
2017-08-09,4493.9836000000005,0,0
2017-08-10,561.5360000000001,0,0
2017-08-11,993.9000000000001,0,0
2017-08-12,4709.095,0,0
2017-09-01,743.0459999999999,1,0
2017-09-02,121.83,0,0
2017-09-03,635.6,0,0
2017-09-04,1115.197,0,0
2017-09-05,1283.512,0,0
2017-09-06,1688.4720000000002,0,0
2017-09-07,573.286,0,0
2017-09-08,661.3539999999999,0,0
2017-09-09,84.992,0,0
2017-09-10,546.92,0,0
2017-09-11,479.97,0,0
2017-09-12,1855.483,0,0
2017-10-01,174.75,0,0
2017-10-03,7879.734,0,0
2017-10-04,950.594,0,0
2017-10-05,763.0200000000001,0,0
2017-10-06,1412.3960000000002,0,0
2017-10-07,895.895,0,0
2017-10-09,2094.324,0,0
2017-10-10,252.36100000000002,0,0
2017-10-11,4723.478,0,0
2017-10-12,3453.23,0,0
2017-11-01,149.444,0,0
2017-11-02,69.93,0,0
2017-11-03,896.0219999999999,0,0
2017-11-05,5.98,0,0
2017-11-06,1623.416,0,0
2017-11-08,151.82,0,0
2017-11-09,6402.018,0,0
2017-11-10,33.064,0,0
2017-11-11,4944.296,0,0
2017-11-12,6102.25,0,0
2017-12-02,1366.04,0,0
2017-12-03,1694.6419999999998,0,0
2017-12-04,1542.53,0,0
2017-12-05,918.878,0,0
2017-12-06,2962.563,0,0
2017-12-07,95.76,0,0
2017-12-08,3951.9605,0,0
2017-12-09,2043.792,0,0
2017-12-11,4914.938,0,0
2017-12-12,1874.0449999999998,0,0
2018-01-01,1481.8280000000002,1,0
2018-01-04,5972.988,0,0
2018-01-05,4108.37,0,0
2018-01-06,586.042,0,0
2018-01-07,639.83,0,0
2018-01-08,2085.65,0,0
2018-01-09,1261.81,0,0
2018-01-10,2978.466,0,0
2018-01-11,2921.43,0,0
2018-01-12,5331.178,0,0
2018-02-01,2079.554,0,0
2018-02-02,913.354,0,0
2018-02-03,1450.126,0,0
2018-02-04,822.97,0,0
2018-02-05,399.11,0,0
2018-02-06,135.70600000000002,0,0
2018-02-07,169.192,0,0
2018-02-09,8652.334,0,0
2018-02-10,5418.022,0,0
2018-02-11,6294.386,0,0
2018-02-12,9951.182,0,0
2018-03-01,2070.272,0,0
2018-03-02,922.327,0,0
2018-03-03,2000.1039999999998,0,0
2018-03-04,32.528,0,0
2018-03-05,1386.346,0,0
2018-03-06,2952.036,0,0
2018-03-07,6963.4039999999995,0,0
2018-03-08,514.828,0,0
2018-03-09,1595.849,0,0
2018-03-10,2504.48,0,0
2018-03-11,4536.937,0,0
2018-03-12,1403.842,0,0
2018-04-02,32.67,0,0
2018-04-03,228.822,0,0
2018-04-04,808.47,0,0
2018-04-05,1146.2450000000001,0,0
2018-04-06,279.414,0,0
2018-04-08,20.07,0,0
2018-04-09,5360.202,0,0
2018-04-10,19.98,0,0
2018-04-11,10668.096,0,0
2018-04-12,2639.638,0,0
2018-05-02,2263.012,0,0
2018-05-03,1240.02,0,0
2018-05-05,185.123,0,0
2018-05-06,491.11199999999997,0,0
2018-05-07,476.35400000000004,0,0
2018-05-08,503.676,0,0
2018-05-09,327.044,0,0
2018-05-10,6684.616,1,0
2018-05-11,2355.064,0,0
2018-05-12,1453.136,0,0
2018-06-01,33.74,1,0
2018-06-02,904.354,0,0
2018-06-03,778.236,0,0
2018-06-04,114.41999999999999,0,0
2018-06-05,2991.4018,0,0
2018-06-06,31.349999999999998,0,0
2018-06-07,380.37800000000004,0,0
2018-06-08,1424.026,0,0
2018-06-10,1180.82,0,0
2018-06-11,4288.75,0,0
2018-06-12,10.68,0,0
2018-07-01,3395.59,0,0
2018-07-03,166.59,0,0
2018-07-04,1971.2905,0,0
2018-07-05,2549.468,0,0
2018-07-07,1620.25,0,0
2018-07-08,3479.624,0,0
2018-07-09,3848.565,0,0
2018-07-10,2749.21,0,0
2018-07-11,2413.378,0,0
2018-07-12,2916.514,0,0
2018-08-01,892.98,0,0
2018-08-03,843.1,0,0
2018-08-04,6401.93,0,0
2018-08-05,3658.5540000000005,0,0
2018-08-06,2227.038,0,0
2018-08-07,1980.2640000000001,0,0
2018-08-09,2184.327,0,0
2018-08-10,608.356,0,0
2018-08-11,384.1,0,0
2018-08-12,7643.041,0,0
2018-09-01,274.491,0,0
2018-09-02,773.7639999999999,0,0
2018-09-03,710.804,0,0
2018-09-04,1626.71,0,0
2018-09-05,1078.222,0,0
2018-09-06,939.1329999999999,0,0
2018-09-07,1671.214,0,0
2018-09-09,4356.061,0,0
2018-09-10,1496.589,0,0
2018-09-11,4751.492,1,0
2018-09-12,5470.39,0,0
2018-10-02,227.103,0,0
2018-10-03,1252.952,0,0
2018-10-04,755.529,0,0
2018-10-06,2513.3430000000003,0,0
2018-10-07,359.21399999999994,0,0
2018-10-08,1823.0700000000002,0,0
2018-10-09,2506.646,0,0
2018-10-10,239.358,0,0
2018-10-11,4007.5480000000002,0,0
2018-10-12,3873.5589999999997,0,0
2018-11-02,1241.516,0,0
2018-11-03,1973.708,0,0
2018-11-04,319.806,0,0
2018-11-05,449.469,0,0
2018-11-06,1580.894,0,0
2018-11-07,1728.892,0,0
2018-11-08,708.726,0,0
2018-11-09,5564.006,0,0
2018-11-11,1815.2179999999998,0,0
2018-11-12,2025.035,0,0
2018-12-01,848.52,0,0
2018-12-03,353.28,0,0
2018-12-04,69.66,0,0
2018-12-05,970.384,0,0
2018-12-06,1679.968,0,0
2018-12-07,3.816,0,0
2018-12-08,3693.084,0,0
2018-12-09,491.54999999999995,0,0
2018-12-10,5625.394,0,0
2018-12-11,2911.386,0,0
