ds,Category,y,is_holiday,is_payday,day_of_week,day_name,month,quarter,year,is_weekend,y_original,y_capped,is_outlier,lag_1,lag_7,lag_14,rolling_mean_7,rolling_mean_30
2015-03-17,Furniture,3265.23,0.0,0.0,1,Tuesday,3,1,2015,0,3265.23,1576.8974999999996,1,0.0,0.0,928.8019999999999,170.56228571428574,157.0699833333333
2015-03-18,Furniture,1462.4499999999998,0.0,0.0,2,Wednesday,3,1,2015,0,1462.4499999999998,1462.4499999999998,0,1576.8974999999996,8.32,0.0,395.8333571428571,209.6332333333333
2015-03-19,Furniture,25.008,0.0,0.0,3,Thursday,3,1,2015,0,25.008,25.008,0,1462.4499999999998,0.0,0.0,603.5662142857143,258.38156666666663
2015-03-20,Furniture,0.0,0.0,0.0,4,Friday,3,1,2015,0,0.0,0.0,0,25.008,0.0,0.0,607.1387857142856,259.2151666666666
2015-03-21,Furniture,251.328,1.0,0.0,5,Saturday,3,1,2015,1,251.328,251.328,0,0.0,1139.92,966.9839999999999,607.1387857142856,258.37649999999996
2015-03-22,Furniture,314.352,0.0,0.0,6,Sunday,3,1,2015,1,314.352,314.352,0,251.328,45.696,0.0,480.1970714285713,266.75409999999994
2015-03-23,Furniture,0.0,0.0,0.0,0,Monday,3,1,2015,0,0.0,0.0,0,314.352,0.0,0.0,518.5764999999999,276.55516666666665
2015-03-24,Furniture,40.48,0.0,0.0,1,Tuesday,3,1,2015,0,40.48,40.48,0,0.0,1576.8974999999996,0.0,518.5764999999999,276.55516666666665
2015-03-25,Furniture,366.786,0.0,1.0,2,Wednesday,3,1,2015,0,366.786,366.786,0,40.48,1462.4499999999998,8.32,299.0882857142857,277.9044999999999
2015-03-26,Furniture,0.0,0.0,0.0,3,Thursday,3,1,2015,0,0.0,0.0,0,366.786,25.008,0.0,142.56485714285716,290.13069999999993
2015-03-27,Furniture,0.0,0.0,0.0,4,Friday,3,1,2015,0,0.0,0.0,0,0.0,0.0,0.0,138.99228571428574,290.13069999999993
2015-03-28,Furniture,1184.72,0.0,1.0,5,Saturday,3,1,2015,1,1184.72,1184.72,0,0.0,251.328,1139.92,138.99228571428574,290.13069999999993
2015-03-29,Furniture,890.841,0.0,1.0,6,Sunday,3,1,2015,1,890.841,890.841,0,1184.72,314.352,45.696,272.334,329.62136666666663
2015-03-30,Furniture,332.968,0.0,1.0,0,Monday,3,1,2015,0,332.968,332.968,0,890.841,0.0,0.0,354.68957142857147,359.3160666666666
2015-03-31,Furniture,1125.488,0.0,1.0,1,Tuesday,3,1,2015,0,1125.488,1125.488,0,332.968,40.48,1576.8974999999996,402.25642857142867,370.41499999999996
2015-04-01,Furniture,0.0,0.0,0.0,2,Wednesday,4,2,2015,0,0.0,0.0,0,1125.488,366.786,1462.4499999999998,557.2575714285715,355.3680166666666
2015-04-02,Furniture,177.68,0.0,1.0,3,Thursday,4,2,2015,0,177.68,177.68,0,0.0,0.0,25.008,504.8595714285715,355.3680166666666
2015-04-03,Furniture,0.0,0.0,0.0,4,Friday,4,2,2015,0,0.0,0.0,0,177.68,0.0,0.0,530.2424285714286,330.3306166666667
2015-04-04,Furniture,5.47,0.0,0.0,5,Saturday,4,2,2015,1,5.47,5.47,0,0.0,1184.72,251.328,530.2424285714286,330.3306166666667
2015-04-05,Furniture,0.0,0.0,0.0,6,Sunday,4,2,2015,1,0.0,0.0,0,5.47,890.841,314.352,361.7781428571429,330.51295000000005
2015-04-06,Furniture,933.384,0.0,0.0,0,Monday,4,2,2015,0,933.384,933.384,0,0.0,332.968,0.0,234.51514285714288,330.51295000000005
2015-04-07,Furniture,8.96,0.0,0.0,1,Tuesday,4,2,2015,0,8.96,8.96,0,933.384,1125.488,40.48,320.2888571428572,329.39295000000004
2015-04-08,Furniture,1487.622,0.0,0.0,2,Wednesday,4,2,2015,0,1487.622,1487.622,0,8.96,0.0,366.786,160.78485714285716,329.6916166666667
2015-04-09,Furniture,0.0,0.0,0.0,3,Thursday,4,2,2015,0,0.0,0.0,0,1487.622,177.68,0.0,373.3022857142857,379.2790166666666
2015-04-10,Furniture,0.0,0.0,0.0,4,Friday,4,2,2015,0,0.0,0.0,0,0.0,0.0,0.0,347.9194285714287,379.2790166666666
2015-04-11,Furniture,0.0,0.0,0.0,5,Saturday,4,2,2015,1,0.0,0.0,0,0.0,5.47,1184.72,347.9194285714287,379.0016833333333
2015-04-12,Furniture,308.499,0.0,0.0,6,Sunday,4,2,2015,1,308.499,308.499,0,0.0,0.0,890.841,347.13800000000003,379.0016833333333
2015-04-13,Furniture,0.0,0.0,0.0,0,Monday,4,2,2015,0,0.0,0.0,0,308.499,933.384,332.968,391.2092857142857,389.28498333333334
2015-04-14,Furniture,0.0,0.0,0.0,1,Tuesday,4,2,2015,0,0.0,0.0,0,0.0,8.96,1125.488,257.8687142857143,351.28765
2015-04-15,Furniture,187.76,0.0,0.0,2,Wednesday,4,2,2015,0,187.76,187.76,0,0.0,1487.622,0.0,256.58871428571433,349.76444999999995
2015-04-16,Furniture,0.0,0.0,0.0,3,Thursday,4,2,2015,0,0.0,0.0,0,187.76,0.0,177.68,70.8941428571429,356.0231166666666
2015-04-17,Furniture,0.0,0.0,0.0,4,Friday,4,2,2015,0,0.0,0.0,0,0.0,0.0,0.0,70.8941428571429,303.45986666666664
2015-04-18,Furniture,317.058,0.0,0.0,5,Saturday,4,2,2015,1,317.058,317.058,0,0.0,0.0,5.47,70.8941428571429,254.71153333333334
2015-04-19,Furniture,76.14,0.0,0.0,6,Sunday,4,2,2015,1,76.14,76.14,0,317.058,308.499,0.0,116.18814285714289,264.4465333333334
2015-04-20,Furniture,1205.61,0.0,0.0,0,Monday,4,2,2015,0,1205.61,1205.61,0,76.14,0.0,933.384,82.99400000000003,266.98453333333333
2015-04-21,Furniture,0.0,0.0,0.0,1,Tuesday,4,2,2015,0,0.0,0.0,0,1205.61,0.0,8.96,255.22400000000002,298.7939333333333
2015-04-22,Furniture,0.0,0.0,0.0,2,Wednesday,4,2,2015,0,0.0,0.0,0,0.0,187.76,1487.622,255.224,288.3155333333333
2015-04-23,Furniture,585.08,0.0,0.0,3,Thursday,4,2,2015,0,585.08,585.08,0,0.0,0.0,0.0,228.40114285714284,288.3155333333333
2015-04-24,Furniture,0.0,0.0,0.0,4,Friday,4,2,2015,0,0.0,0.0,0,585.08,0.0,0.0,311.984,306.46886666666666
2015-04-25,Furniture,1790.29,0.0,1.0,5,Saturday,4,2,2015,1,1790.29,1576.8974999999996,1,0.0,317.058,0.0,311.984,294.24266666666665
2015-04-26,Furniture,230.28,0.0,1.0,6,Sunday,4,2,2015,1,230.28,230.28,0,1576.8974999999996,76.14,308.499,491.96107142857136,346.80591666666663
2015-04-27,Furniture,0.0,0.0,0.0,0,Monday,4,2,2015,0,0.0,0.0,0,230.28,1205.61,0.0,513.9810714285715,354.4819166666666
2015-04-28,Furniture,0.0,0.0,0.0,1,Tuesday,4,2,2015,0,0.0,0.0,0,0.0,0.0,0.0,341.7510714285714,314.99125
2015-04-29,Furniture,631.0039999999999,0.0,1.0,2,Wednesday,4,2,2015,0,631.0039999999999,631.0039999999999,0,0.0,0.0,187.76,341.7510714285714,285.29654999999997
2015-04-30,Furniture,0.0,0.0,0.0,3,Thursday,4,2,2015,0,0.0,0.0,0,631.0039999999999,585.08,0.0,431.89449999999994,295.2310833333333
2015-05-01,Furniture,0.0,0.0,0.0,4,Friday,5,2,2015,0,0.0,0.0,0,0.0,0.0,0.0,348.31164285714283,257.71481666666665
2015-05-02,Furniture,0.0,0.0,0.0,5,Saturday,5,2,2015,1,0.0,0.0,0,0.0,1576.8974999999996,317.058,348.31164285714283,257.71481666666665
2015-05-03,Furniture,0.0,0.0,0.0,6,Sunday,5,2,2015,1,0.0,0.0,0,0.0,230.28,76.14,123.04057142857141,251.79215000000002
2015-05-04,Furniture,39.64,0.0,0.0,0,Monday,5,2,2015,0,39.64,39.64,0,0.0,0.0,1205.61,90.14342857142856,251.79215000000002
2015-05-05,Furniture,127.869,0.0,0.0,1,Tuesday,5,2,2015,0,127.869,127.869,0,39.64,0.0,0.0,95.80628571428569,252.93114999999997
2015-05-06,Furniture,0.0,0.0,0.0,2,Wednesday,5,2,2015,0,0.0,0.0,0,127.869,631.0039999999999,0.0,114.0732857142857,257.19345
2015-05-07,Furniture,1066.5700000000002,0.0,0.0,3,Thursday,5,2,2015,0,1066.5700000000002,1066.5700000000002,0,0.0,0.0,585.08,23.929857142857145,226.08065
2015-05-08,Furniture,0.0,0.0,0.0,4,Friday,5,2,2015,0,0.0,0.0,0,1066.5700000000002,0.0,0.0,176.29700000000003,261.33431666666667
2015-05-09,Furniture,0.0,0.0,0.0,5,Saturday,5,2,2015,1,0.0,0.0,0,0.0,0.0,1576.8974999999996,176.29700000000003,211.74691666666664
2015-05-10,Furniture,606.749,0.0,0.0,6,Sunday,5,2,2015,1,606.749,606.749,0,0.0,0.0,230.28,176.29700000000003,211.74691666666664
2015-05-11,Furniture,1279.0720000000001,0.0,0.0,0,Monday,5,2,2015,0,1279.0720000000001,1279.0720000000001,0,606.749,39.64,0.0,262.9754285714286,231.9718833333333
2015-05-12,Furniture,734.846,0.0,0.0,1,Tuesday,5,2,2015,0,734.846,734.846,0,1279.0720000000001,127.869,0.0,440.0371428571429,274.6076166666666
2015-05-13,Furniture,279.456,0.0,0.0,2,Wednesday,5,2,2015,0,279.456,279.456,0,734.846,0.0,631.0039999999999,526.748142857143,288.8191833333333
2015-05-14,Furniture,310.88,1.0,0.0,3,Thursday,5,2,2015,0,310.88,310.88,0,279.456,1066.5700000000002,0.0,566.6704285714287,298.1343833333333
2015-05-15,Furniture,0.0,0.0,0.0,4,Friday,5,2,2015,0,0.0,0.0,0,310.88,0.0,0.0,458.71471428571436,308.49705
2015-05-16,Furniture,232.88,1.0,0.0,5,Saturday,5,2,2015,1,232.88,232.88,0,0.0,0.0,0.0,458.71471428571436,302.23838333333333
2015-05-17,Furniture,0.0,0.0,0.0,6,Sunday,5,2,2015,1,0.0,0.0,0,232.88,606.749,0.0,491.9832857142857,310.00104999999996
2015-05-18,Furniture,149.232,0.0,0.0,0,Monday,5,2,2015,0,149.232,149.232,0,0.0,1279.0720000000001,39.64,405.30485714285714,310.00104999999996
2015-05-19,Furniture,0.0,0.0,0.0,1,Tuesday,5,2,2015,0,0.0,0.0,0,149.232,734.846,127.869,243.89914285714286,304.40685
2015-05-20,Furniture,150.192,0.0,0.0,2,Wednesday,5,2,2015,0,150.192,150.192,0,0.0,279.456,0.0,138.92114285714285,301.86884999999995
2015-05-21,Furniture,107.772,0.0,0.0,3,Thursday,5,2,2015,0,107.772,107.772,0,150.192,310.88,1066.5700000000002,120.45485714285714,266.68825
2015-05-22,Furniture,0.0,0.0,0.0,4,Friday,5,2,2015,0,0.0,0.0,0,107.772,0.0,0.0,91.43942857142858,270.28065
2015-05-23,Furniture,0.0,0.0,0.0,5,Saturday,5,2,2015,1,0.0,0.0,0,0.0,232.88,0.0,91.43942857142858,270.28065
2015-05-24,Furniture,0.0,0.0,0.0,6,Sunday,5,2,2015,1,0.0,0.0,0,0.0,0.0,606.749,58.170857142857145,250.77798333333334
2015-05-25,Furniture,29.32,0.0,1.0,0,Monday,5,2,2015,0,29.32,29.32,0,0.0,149.232,1279.0720000000001,58.170857142857145,250.77798333333334
2015-05-26,Furniture,875.7339999999999,0.0,1.0,1,Tuesday,5,2,2015,0,875.7339999999999,875.7339999999999,0,29.32,0.0,734.846,41.04057142857143,199.19206666666668
2015-05-27,Furniture,567.12,0.0,1.0,2,Wednesday,5,2,2015,0,567.12,567.12,0,875.7339999999999,150.192,279.456,166.14542857142857,220.7072
2015-05-28,Furniture,0.0,0.0,0.0,3,Thursday,5,2,2015,0,0.0,0.0,0,567.12,107.772,310.88,225.7065714285714,239.6112
2015-05-29,Furniture,0.0,0.0,0.0,4,Friday,5,2,2015,0,0.0,0.0,0,0.0,0.0,0.0,210.31057142857142,239.6112
2015-05-30,Furniture,355.455,0.0,1.0,5,Saturday,5,2,2015,1,355.455,355.455,0,0.0,0.0,232.88,210.31057142857142,218.57773333333336
2015-05-31,Furniture,0.0,0.0,0.0,6,Sunday,5,2,2015,1,0.0,0.0,0,355.455,0.0,0.0,261.0898571428571,230.42623333333333
2015-06-01,Furniture,2024.06,0.0,1.0,0,Monday,6,2,2015,0,2024.06,1576.8974999999996,1,0.0,29.32,149.232,261.0898571428571,230.42623333333333
2015-06-02,Furniture,73.32,1.0,1.0,1,Tuesday,6,2,2015,0,73.32,73.32,0,1576.8974999999996,875.7339999999999,0.0,482.17235714285704,282.98948333333334
2015-06-03,Furniture,515.88,0.0,1.0,2,Wednesday,6,2,2015,0,515.88,515.88,0,73.32,567.12,150.192,367.54178571428565,285.4334833333333
2015-06-04,Furniture,424.48799999999994,0.0,0.0,3,Thursday,6,2,2015,0,424.48799999999994,424.48799999999994,0,515.88,0.0,107.772,360.22178571428566,301.30815
2015-06-05,Furniture,0.0,0.0,0.0,4,Friday,6,2,2015,0,0.0,0.0,0,424.48799999999994,0.0,0.0,420.86292857142854,311.19545
2015-06-06,Furniture,991.764,0.0,0.0,5,Saturday,6,2,2015,1,991.764,991.764,0,0.0,355.455,0.0,420.86292857142854,311.19545
2015-06-07,Furniture,268.935,0.0,0.0,6,Sunday,6,2,2015,1,268.935,268.935,0,991.764,0.0,0.0,511.7642142857142,308.70191666666665
2015-06-08,Furniture,755.904,0.0,0.0,0,Monday,6,2,2015,0,755.904,755.904,0,268.935,1576.8974999999996,29.32,550.1835,317.6664166666667
2015-06-09,Furniture,3233.7439999999997,0.0,0.0,1,Tuesday,6,2,2015,0,3233.7439999999997,1576.8974999999996,1,755.904,73.32,875.7339999999999,432.89871428571433,342.86321666666663
2015-06-10,Furniture,0.0,0.0,0.0,2,Wednesday,6,2,2015,0,0.0,0.0,0,1576.8974999999996,515.88,567.12,647.6954999999999,375.2015
2015-06-11,Furniture,0.0,0.0,0.0,3,Thursday,6,2,2015,0,0.0,0.0,0,0.0,424.48799999999994,0.0,573.9983571428571,332.56576666666666
2015-06-12,Furniture,0.0,0.0,0.0,4,Friday,6,2,2015,0,0.0,0.0,0,0.0,0.0,0.0,513.3572142857141,308.0709
2015-06-13,Furniture,0.0,0.0,0.0,5,Saturday,6,2,2015,1,0.0,0.0,0,0.0,991.764,355.455,513.3572142857141,298.7557
2015-06-14,Furniture,212.94,0.0,0.0,6,Sunday,6,2,2015,1,212.94,212.94,0,0.0,268.935,0.0,371.6766428571427,288.39303333333334
2015-06-15,Furniture,897.862,0.0,0.0,0,Monday,6,2,2015,0,897.862,897.862,0,212.94,755.904,1576.8974999999996,363.67735714285703,295.4910333333333
2015-06-16,Furniture,647.84,0.0,0.0,1,Tuesday,6,2,2015,0,647.84,647.84,0,897.862,1576.8974999999996,73.32,383.9570714285714,317.6571
2015-06-17,Furniture,6.24,0.0,0.0,2,Wednesday,6,2,2015,0,6.24,6.24,0,647.84,0.0,515.88,251.2345714285714,339.25176666666664
2015-06-18,Furniture,0.0,0.0,0.0,3,Thursday,6,2,2015,0,0.0,0.0,0,6.24,0.0,424.48799999999994,252.12599999999998,334.48536666666666
2015-06-19,Furniture,0.0,0.0,0.0,4,Friday,6,2,2015,0,0.0,0.0,0,0.0,0.0,0.0,252.12599999999998,334.48536666666666
2015-06-20,Furniture,193.0656,0.0,0.0,5,Saturday,6,2,2015,1,193.0656,193.0656,0,0.0,0.0,991.764,252.12599999999998,329.4789666666666
2015-06-21,Furniture,107.994,0.0,0.0,6,Sunday,6,2,2015,1,107.994,107.994,0,193.0656,212.94,268.935,279.7068,332.3220866666667
2015-06-22,Furniture,1023.9879999999999,0.0,0.0,0,Monday,6,2,2015,0,1023.9879999999999,1023.9879999999999,0,107.994,897.862,755.904,264.71451428571424,335.9218866666667
2015-06-23,Furniture,0.0,0.0,0.0,1,Tuesday,6,2,2015,0,0.0,0.0,0,1023.9879999999999,647.84,1576.8974999999996,282.7325142857143,370.05482
2015-06-24,Furniture,4.272,0.0,0.0,2,Wednesday,6,2,2015,0,4.272,4.272,0,0.0,6.24,0.0,190.18394285714288,370.05482
2015-06-25,Furniture,447.84,0.0,1.0,3,Thursday,6,2,2015,0,447.84,447.84,0,4.272,0.0,0.0,189.9028,369.21988666666664
