Category,ds,y_original,y,is_holiday,is_payday,is_promo,is_weekend,day_of_week,month,quarter,year
Furniture,2016-06-19,1445.3,1445.3,0.0,0.0,1.0,1,6,6,2,2016
Furniture,2016-06-26,1694.6589999999999,1694.6589999999999,0.0,1.0,1.0,1,6,6,2,2016
Furniture,2016-07-03,2715.396,2715.396,0.0,1.0,1.0,1,6,7,3,2016
Furniture,2016-07-10,833.908,833.908,1.0,0.0,1.0,1,6,7,3,2016
Furniture,2016-07-17,6375.780999999999,5398.699999999999,0.0,0.0,1.0,1,6,7,3,2016
Furniture,2016-07-24,1448.134,1448.134,0.0,0.0,1.0,1,6,7,3,2016
Furniture,2016-07-31,3536.507,3488.3565,0.0,1.0,1.0,1,6,7,3,2016
Furniture,2016-08-07,1990.3552,1990.3552,0.0,1.0,1.0,1,6,8,3,2016
Furniture,2016-08-14,1978.372,1799.3934999999997,0.0,0.0,1.0,1,6,8,3,2016
Furniture,2016-08-21,2414.9,2236.9494999999997,0.0,0.0,1.0,1,6,8,3,2016
Furniture,2016-08-28,1702.134,1702.134,0.0,1.0,1.0,1,6,8,3,2016
Furniture,2016-09-04,2105.651,2105.651,0.0,1.0,1.0,1,6,9,3,2016
Furniture,2016-09-11,2712.4669999999996,2712.4669999999996,0.0,0.0,1.0,1,6,9,3,2016
Furniture,2016-09-18,14906.545999999998,5837.978499999998,0.0,0.0,1.0,1,6,9,3,2016
Furniture,2016-09-25,6889.302,4983.522999999999,0.0,1.0,1.0,1,6,9,3,2016
Furniture,2016-10-02,35.32,35.32,1.0,1.0,1.0,1,6,10,4,2016
Furniture,2016-10-09,1580.152,1580.152,0.0,1.0,1.0,1,6,10,4,2016
Furniture,2016-10-16,5582.621499999999,4399.312499999999,0.0,0.0,1.0,1,6,10,4,2016
Furniture,2016-10-23,1740.77,1740.77,0.0,0.0,1.0,1,6,10,4,2016
Furniture,2016-10-30,2000.9430000000002,2000.9430000000002,0.0,1.0,1.0,1,6,10,4,2016
Furniture,2016-11-06,7921.162,5118.674499999999,0.0,1.0,1.0,1,6,11,4,2016
Furniture,2016-11-13,9044.7672,5369.2387,0.0,0.0,1.0,1,6,11,4,2016
Furniture,2016-11-20,6480.144,6102.944499999999,0.0,0.0,1.0,1,6,11,4,2016
Furniture,2016-11-27,4350.3643,3871.4869999999996,0.0,1.0,1.0,1,6,11,4,2016
Furniture,2016-12-04,11391.391,6367.6085,0.0,1.0,1.0,1,6,12,4,2016
Furniture,2016-12-11,3139.81,3139.81,0.0,0.0,1.0,1,6,12,4,2016
Furniture,2016-12-18,2094.874,2094.874,1.0,0.0,1.0,1,6,12,4,2016
Furniture,2016-12-25,6516.898999999999,6423.670499999999,1.0,1.0,1.0,1,6,12,4,2016
Furniture,2017-01-01,2819.3092,1918.3034999999995,0.0,1.0,1.0,1,6,1,1,2017
Furniture,2017-01-08,3355.746,3339.7934999999998,0.0,1.0,1.0,1,6,1,1,2017
Furniture,2017-01-15,672.503,672.503,0.0,0.0,1.0,1,6,1,1,2017
Furniture,2017-01-22,2064.9539999999997,2064.9539999999997,0.0,0.0,1.0,1,6,1,1,2017
Furniture,2017-01-29,419.692,419.692,0.0,1.0,1.0,1,6,1,1,2017
Furniture,2017-02-05,2899.638,2899.638,0.0,1.0,1.0,1,6,2,1,2017
Furniture,2017-02-12,373.724,373.724,0.0,0.0,0.0,1,6,2,1,2017
Furniture,2017-02-19,1541.095,1541.095,0.0,0.0,1.0,1,6,2,1,2017
Furniture,2017-02-26,204.75,204.75,0.0,0.0,0.0,1,6,2,1,2017
Furniture,2017-03-05,2089.3900000000003,2089.3900000000003,0.0,1.0,1.0,1,6,3,1,2017
Furniture,2017-03-12,2174.278,2174.278,0.0,0.0,1.0,1,6,3,1,2017
Furniture,2017-03-19,4198.169,4198.169,0.0,0.0,1.0,1,6,3,1,2017
Furniture,2017-03-26,1880.77,1880.77,0.0,0.0,0.0,1,6,3,1,2017
Furniture,2017-04-02,4725.679,4725.679,0.0,1.0,1.0,1,6,4,2,2017
Furniture,2017-04-09,2393.379,2393.379,0.0,1.0,1.0,1,6,4,2,2017
Furniture,2017-04-16,3625.424,3625.424,1.0,0.0,1.0,1,6,4,2,2017
Furniture,2017-04-23,2447.041,2447.041,0.0,0.0,1.0,1,6,4,2,2017
Furniture,2017-04-30,1966.814,1966.814,1.0,1.0,1.0,1,6,4,2,2017
Furniture,2017-05-07,3651.6079999999997,3156.0414999999994,1.0,1.0,1.0,1,6,5,2,2017
Furniture,2017-05-14,331.556,331.556,0.0,0.0,1.0,1,6,5,2,2017
Furniture,2017-05-21,2245.5280000000002,2245.5280000000002,0.0,0.0,1.0,1,6,5,2,2017
Furniture,2017-05-28,5103.6720000000005,3144.9094999999998,1.0,1.0,1.0,1,6,5,2,2017
Furniture,2017-06-04,4370.752,2655.3414999999995,0.0,1.0,1.0,1,6,6,2,2017
Furniture,2017-06-11,3066.228,3066.228,0.0,0.0,1.0,1,6,6,2,2017
Furniture,2017-06-18,5472.555,3587.190999999999,0.0,0.0,1.0,1,6,6,2,2017
Furniture,2017-06-25,1112.842,1112.842,1.0,1.0,1.0,1,6,6,2,2017
Furniture,2017-07-02,2711.9719999999998,2711.9719999999998,1.0,1.0,1.0,1,6,7,3,2017
Furniture,2017-07-09,3383.409,3383.409,0.0,0.0,1.0,1,6,7,3,2017
Furniture,2017-07-16,901.5179999999999,901.5179999999999,0.0,0.0,1.0,1,6,7,3,2017
Furniture,2017-07-23,2669.808,2669.808,0.0,0.0,1.0,1,6,7,3,2017
Furniture,2017-07-30,3755.342,2335.5314999999996,0.0,1.0,1.0,1,6,7,3,2017
Furniture,2017-08-06,1401.644,1401.644,0.0,1.0,1.0,1,6,8,3,2017
Furniture,2017-08-13,1672.1885,1672.1885,0.0,0.0,1.0,1,6,8,3,2017
Furniture,2017-08-20,713.5020000000001,713.5020000000001,0.0,0.0,0.0,1,6,8,3,2017
Furniture,2017-08-27,7862.835,4052.0499999999993,0.0,1.0,1.0,1,6,8,3,2017
Furniture,2017-09-03,3706.3268,3706.3268,1.0,1.0,1.0,1,6,9,3,2017
Furniture,2017-09-10,7981.7285999999995,4298.624999999999,0.0,0.0,1.0,1,6,9,3,2017
Furniture,2017-09-17,4970.156,4867.1815,0.0,0.0,1.0,1,6,9,3,2017
Furniture,2017-09-24,7243.724,5579.454999999999,0.0,0.0,1.0,1,6,9,3,2017
Furniture,2017-10-01,4816.7823,4766.199299999999,0.0,1.0,1.0,1,6,10,4,2017
Furniture,2017-10-08,1855.16,1855.16,0.0,1.0,1.0,1,6,10,4,2017
Furniture,2017-10-15,1834.3680000000002,1834.3680000000002,0.0,0.0,1.0,1,6,10,4,2017
Furniture,2017-10-22,3337.1220000000003,2946.8274999999994,0.0,0.0,1.0,1,6,10,4,2017
Furniture,2017-10-29,1953.348,1953.348,0.0,1.0,1.0,1,6,10,4,2017
Furniture,2017-11-05,8792.534800000001,6285.471499999999,0.0,1.0,1.0,1,6,11,4,2017
Furniture,2017-11-12,11855.842,7293.116499999999,0.0,0.0,1.0,1,6,11,4,2017
Furniture,2017-11-19,2132.02,2132.02,0.0,0.0,1.0,1,6,11,4,2017
Furniture,2017-11-26,9743.756000000001,6071.634499999998,0.0,1.0,1.0,1,6,11,4,2017
Furniture,2017-12-03,6336.157999999999,5547.799999999999,1.0,1.0,1.0,1,6,12,4,2017
Furniture,2017-12-10,7921.146,5981.316499999999,0.0,0.0,1.0,1,6,12,4,2017
Furniture,2017-12-17,9404.247,7437.728499999999,0.0,0.0,1.0,1,6,12,4,2017
Furniture,2017-12-24,4728.464,4728.464,0.0,0.0,1.0,1,6,12,4,2017
Furniture,2017-12-31,9740.151,4680.1855,1.0,1.0,1.0,1,6,12,4,2017
Furniture,2018-01-07,1888.92,1888.92,1.0,1.0,1.0,1,6,1,1,2018
Furniture,2018-01-14,1143.6,1143.6,0.0,0.0,1.0,1,6,1,1,2018
Furniture,2018-01-21,1942.327,1942.327,0.0,0.0,1.0,1,6,1,1,2018
Furniture,2018-01-28,311.44,311.44,0.0,1.0,1.0,1,6,1,1,2018
Furniture,2018-02-04,962.9150000000001,962.9150000000001,0.0,1.0,1.0,1,6,2,1,2018
Furniture,2018-02-11,1940.545,1940.545,0.0,0.0,1.0,1,6,2,1,2018
Furniture,2018-02-18,2671.3504000000003,2292.6775,1.0,0.0,1.0,1,6,2,1,2018
Furniture,2018-02-25,951.2180000000001,951.2180000000001,0.0,1.0,1.0,1,6,2,1,2018
Furniture,2018-03-04,2188.688,2188.688,0.0,1.0,1.0,1,6,3,1,2018
Furniture,2018-03-11,1237.43,1237.43,0.0,0.0,1.0,1,6,3,1,2018
Furniture,2018-03-18,223.556,223.556,0.0,0.0,1.0,1,6,3,1,2018
Furniture,2018-03-25,5236.99,4576.244999999999,0.0,1.0,1.0,1,6,3,1,2018
Furniture,2018-04-01,3727.9708,3162.6242999999995,1.0,1.0,1.0,1,6,4,2,2018
Furniture,2018-04-08,2212.0685,2212.0685,0.0,1.0,1.0,1,6,4,2,2018
Furniture,2018-04-15,1197.22,1197.22,1.0,0.0,1.0,1,6,4,2,2018
Furniture,2018-04-22,2195.943,2195.943,0.0,0.0,1.0,1,6,4,2,2018
Furniture,2018-04-29,2322.4166,2322.4166,0.0,1.0,1.0,1,6,4,2,2018
Furniture,2018-05-06,5911.0858,3436.4492999999998,1.0,1.0,1.0,1,6,5,2,2018
Furniture,2018-05-13,3636.7250000000004,3251.5325,0.0,0.0,1.0,1,6,5,2,2018
Furniture,2018-05-20,4975.046,3927.3634999999995,0.0,0.0,1.0,1,6,5,2,2018
Furniture,2018-05-27,1404.464,1404.464,0.0,1.0,1.0,1,6,5,2,2018
Furniture,2018-06-03,2001.0854,2001.0854,1.0,1.0,1.0,1,6,6,2,2018
Furniture,2018-06-10,2212.002,2212.002,0.0,0.0,1.0,1,6,6,2,2018
Furniture,2018-06-17,5152.152,5152.152,1.0,0.0,1.0,1,6,6,2,2018
Furniture,2018-06-24,3129.6425,3129.6425,0.0,0.0,1.0,1,6,6,2,2018
Furniture,2018-07-01,5877.0862,5348.3227,1.0,1.0,1.0,1,6,7,3,2018
Furniture,2018-07-08,2281.392,2281.392,0.0,1.0,1.0,1,6,7,3,2018
Furniture,2018-07-15,3176.277,2905.6454999999996,0.0,0.0,1.0,1,6,7,3,2018
Furniture,2018-07-22,4513.609,4513.609,0.0,0.0,1.0,1,6,7,3,2018
Furniture,2018-07-29,1367.5839999999998,1367.5839999999998,0.0,1.0,1.0,1,6,7,3,2018
Furniture,2018-08-05,344.292,344.292,0.0,1.0,1.0,1,6,8,3,2018
Furniture,2018-08-12,2376.194,2118.2714999999994,0.0,0.0,1.0,1,6,8,3,2018
Furniture,2018-08-19,6048.422,2655.2054999999996,1.0,0.0,1.0,1,6,8,3,2018
Furniture,2018-08-26,2794.096,2300.1614999999997,1.0,1.0,1.0,1,6,8,3,2018
Furniture,2018-09-02,6805.85,5905.852999999999,0.0,1.0,1.0,1,6,9,3,2018
Furniture,2018-09-09,6297.104,4151.019499999999,0.0,1.0,1.0,1,6,9,3,2018
Furniture,2018-09-16,6647.603999999999,4377.736999999999,1.0,0.0,1.0,1,6,9,3,2018
Furniture,2018-09-23,9402.17,4724.500999999999,0.0,0.0,1.0,1,6,9,3,2018
Furniture,2018-09-30,3257.056,3257.056,0.0,1.0,1.0,1,6,9,3,2018
Furniture,2018-10-07,5033.604,3852.0374999999995,0.0,1.0,1.0,1,6,10,4,2018
Furniture,2018-10-14,6366.299,4819.8685,0.0,0.0,1.0,1,6,10,4,2018
Furniture,2018-10-21,5285.2182,4439.557699999999,0.0,0.0,1.0,1,6,10,4,2018
Furniture,2018-10-28,3897.189,3897.189,0.0,1.0,1.0,1,6,10,4,2018
Furniture,2018-11-04,8174.816,6138.940999999999,0.0,1.0,1.0,1,6,11,4,2018
Furniture,2018-11-11,6464.286,5359.821499999999,0.0,0.0,1.0,1,6,11,4,2018
Furniture,2018-11-18,4854.774,3666.0182999999997,0.0,0.0,1.0,1,6,11,4,2018
Furniture,2018-11-25,8142.461,5896.651499999999,1.0,1.0,1.0,1,6,11,4,2018
Furniture,2018-12-02,16791.932,8240.857999999998,0.0,1.0,1.0,1,6,12,4,2018
Furniture,2018-12-09,7283.98,5142.276999999999,0.0,1.0,1.0,1,6,12,4,2018
Furniture,2018-12-16,6112.823,5311.821999999999,0.0,0.0,1.0,1,6,12,4,2018
Furniture,2018-12-23,6509.809,4000.2504999999996,0.0,0.0,1.0,1,6,12,4,2018
Furniture,2018-12-30,5431.0588,4677.2383,1.0,1.0,1.0,1,6,12,4,2018
Office Supplies,2015-01-04,304.508,304.508,1.0,1.0,1.0,1,6,1,1,2015
Office Supplies,2015-01-11,727.5400000000001,727.5400000000001,0.0,0.0,1.0,1,6,1,1,2015
Office Supplies,2015-01-18,2140.64,1502.2804999999998,0.0,0.0,1.0,1,6,1,1,2015
Office Supplies,2015-01-25,797.6340000000001,797.6340000000001,0.0,0.0,0.0,1,6,1,1,2015
Office Supplies,2015-02-01,874.818,874.818,0.0,1.0,1.0,1,6,2,1,2015
Office Supplies,2015-02-08,351.094,351.094,0.0,1.0,1.0,1,6,2,1,2015
Office Supplies,2015-02-15,517.016,517.016,0.0,0.0,1.0,1,6,2,1,2015
Office Supplies,2015-02-22,117.122,117.122,0.0,0.0,1.0,1,6,2,1,2015
Office Supplies,2015-03-01,389.708,389.708,0.0,1.0,1.0,1,6,3,1,2015
Office Supplies,2015-03-08,1644.982,1644.982,0.0,1.0,1.0,1,6,3,1,2015
Office Supplies,2015-03-15,1667.026,1667.026,0.0,0.0,1.0,1,6,3,1,2015
Office Supplies,2015-03-22,3179.483,2663.7215,1.0,0.0,1.0,1,6,3,1,2015
Office Supplies,2015-03-29,468.2579999999999,468.2579999999999,0.0,1.0,1.0,1,6,3,1,2015
Office Supplies,2015-04-05,7211.468,3449.4764999999998,0.0,1.0,1.0,1,6,4,2,2015
Office Supplies,2015-04-12,683.5419999999999,683.5419999999999,0.0,0.0,1.0,1,6,4,2,2015
Office Supplies,2015-04-19,1029.54,1029.54,0.0,0.0,1.0,1,6,4,2,2015
Office Supplies,2015-04-26,1546.468,1546.468,0.0,1.0,1.0,1,6,4,2,2015
Office Supplies,2015-05-03,1956.114,1956.114,0.0,1.0,1.0,1,6,5,2,2015
Office Supplies,2015-05-10,980.2959999999999,980.2959999999999,0.0,0.0,1.0,1,6,5,2,2015
Office Supplies,2015-05-17,718.598,718.598,0.0,0.0,1.0,1,6,5,2,2015
Office Supplies,2015-05-24,4180.12,2030.2904999999998,0.0,0.0,1.0,1,6,5,2,2015
Office Supplies,2015-05-31,1153.858,1153.858,0.0,1.0,1.0,1,6,5,2,2015
Office Supplies,2015-06-07,3149.6009999999997,2255.8275,1.0,1.0,1.0,1,6,6,2,2015
Office Supplies,2015-06-14,2590.1420000000003,2233.5385,0.0,0.0,1.0,1,6,6,2,2015
Office Supplies,2015-06-21,4716.76,2821.2405,0.0,0.0,1.0,1,6,6,2,2015
Office Supplies,2015-06-28,1499.5819999999999,1499.5819999999999,0.0,1.0,1.0,1,6,6,2,2015
Office Supplies,2015-07-05,1795.7939999999999,1795.7939999999999,0.0,1.0,1.0,1,6,7,3,2015
Office Supplies,2015-07-12,958.15,958.15,0.0,0.0,1.0,1,6,7,3,2015
Office Supplies,2015-07-19,236.08599999999998,236.08599999999998,1.0,0.0,1.0,1,6,7,3,2015
Office Supplies,2015-07-26,12512.158,4531.775,0.0,1.0,1.0,1,6,7,3,2015
Office Supplies,2015-08-02,1454.604,1454.604,0.0,1.0,1.0,1,6,8,3,2015
Office Supplies,2015-08-09,5462.908,4035.682,0.0,1.0,1.0,1,6,8,3,2015
Office Supplies,2015-08-16,1271.796,1271.796,0.0,0.0,1.0,1,6,8,3,2015
Office Supplies,2015-08-23,2029.002,2029.002,1.0,0.0,1.0,1,6,8,3,2015
Office Supplies,2015-08-30,1242.29,1242.29,0.0,1.0,1.0,1,6,8,3,2015
Office Supplies,2015-09-06,2365.1259999999997,1846.0724999999998,0.0,1.0,1.0,1,6,9,3,2015
Office Supplies,2015-09-13,5278.338,4684.241,0.0,0.0,1.0,1,6,9,3,2015
Office Supplies,2015-09-20,2374.924,2374.924,0.0,0.0,1.0,1,6,9,3,2015
Office Supplies,2015-09-27,12010.052,3256.4545,1.0,1.0,1.0,1,6,9,3,2015
Office Supplies,2015-10-04,5745.47,2864.8645,0.0,1.0,1.0,1,6,10,4,2015
Office Supplies,2015-10-11,1874.746,1874.746,0.0,0.0,1.0,1,6,10,4,2015
Office Supplies,2015-10-18,2018.992,2018.992,1.0,0.0,1.0,1,6,10,4,2015
Office Supplies,2015-10-25,1529.81,1529.81,0.0,1.0,1.0,1,6,10,4,2015
Office Supplies,2015-11-01,2924.32,2825.7245000000003,0.0,1.0,1.0,1,6,11,4,2015
Office Supplies,2015-11-08,2891.033,2891.033,0.0,1.0,1.0,1,6,11,4,2015
Office Supplies,2015-11-15,6717.664,3968.5645,0.0,0.0,1.0,1,6,11,4,2015
Office Supplies,2015-11-22,10164.135,5378.6775,0.0,0.0,1.0,1,6,11,4,2015
Office Supplies,2015-11-29,4986.098,4336.555,0.0,1.0,1.0,1,6,11,4,2015
Office Supplies,2015-12-06,4050.058,3246.573,0.0,1.0,1.0,1,6,12,4,2015
Office Supplies,2015-12-13,1794.908,1794.908,1.0,0.0,1.0,1,6,12,4,2015
Office Supplies,2015-12-20,2806.483,1857.9735,0.0,0.0,1.0,1,6,12,4,2015
Office Supplies,2015-12-27,4151.04,4151.04,1.0,1.0,1.0,1,6,12,4,2015
Office Supplies,2016-01-03,4427.421,3133.8514999999998,0.0,1.0,1.0,1,6,1,1,2016
Office Supplies,2016-01-10,701.5360000000001,701.5360000000001,0.0,0.0,1.0,1,6,1,1,2016
Office Supplies,2016-01-17,651.016,651.016,0.0,0.0,1.0,1,6,1,1,2016
Office Supplies,2016-01-24,56.779999999999994,56.779999999999994,0.0,0.0,1.0,1,6,1,1,2016
Office Supplies,2016-01-31,242.94400000000002,242.94400000000002,0.0,1.0,1.0,1,6,1,1,2016
Office Supplies,2016-02-07,1272.05,1272.05,0.0,1.0,1.0,1,6,2,1,2016
Office Supplies,2016-02-14,196.45999999999998,196.45999999999998,1.0,0.0,1.0,1,6,2,1,2016
Office Supplies,2016-02-21,3736.1000000000004,2533.7565000000004,0.0,0.0,1.0,1,6,2,1,2016
Office Supplies,2016-02-28,163.457,163.457,0.0,1.0,1.0,1,6,2,1,2016
Office Supplies,2016-03-06,1145.338,1145.338,0.0,1.0,1.0,1,6,3,1,2016
Office Supplies,2016-03-13,255.384,255.384,1.0,0.0,1.0,1,6,3,1,2016
Office Supplies,2016-03-20,9373.844,3621.753,0.0,0.0,1.0,1,6,3,1,2016
Office Supplies,2016-03-27,2180.183,2180.183,0.0,1.0,1.0,1,6,3,1,2016
Office Supplies,2016-04-03,559.338,559.338,0.0,1.0,1.0,1,6,4,2,2016
Office Supplies,2016-04-10,2838.776,2838.776,0.0,0.0,1.0,1,6,4,2,2016
Office Supplies,2016-04-17,2377.696,2228.2765,0.0,0.0,1.0,1,6,4,2,2016
Office Supplies,2016-04-24,2116.23,2116.23,0.0,0.0,1.0,1,6,4,2,2016
Office Supplies,2016-05-01,5442.4039999999995,2786.7985,1.0,1.0,1.0,1,6,5,2,2016
Office Supplies,2016-05-08,982.192,982.192,0.0,1.0,1.0,1,6,5,2,2016
Office Supplies,2016-05-15,2148.53,1848.8745,0.0,0.0,1.0,1,6,5,2,2016
Office Supplies,2016-05-22,250.018,250.018,1.0,0.0,1.0,1,6,5,2,2016
Office Supplies,2016-05-29,3980.486,3980.486,0.0,1.0,1.0,1,6,5,2,2016
Office Supplies,2016-06-05,1831.676,1831.676,1.0,1.0,1.0,1,6,6,2,2016
Office Supplies,2016-06-12,2375.4,1895.6284999999998,0.0,0.0,1.0,1,6,6,2,2016
Office Supplies,2016-06-19,4435.003,2711.2075,0.0,0.0,1.0,1,6,6,2,2016
Office Supplies,2016-06-26,2216.26,2216.26,0.0,1.0,1.0,1,6,6,2,2016
Office Supplies,2016-07-03,955.3499999999999,955.3499999999999,0.0,1.0,1.0,1,6,7,3,2016
Office Supplies,2016-07-10,1462.696,1462.696,1.0,0.0,1.0,1,6,7,3,2016
Office Supplies,2016-07-17,1022.118,1022.118,0.0,0.0,1.0,1,6,7,3,2016
